Variety,Variety_Type,Pesticide,Pesticide_Type,Dose_Rate (g/L),Blast_Severity (%),Yield (kg/ha),Leaf_Area_Index,Tillers_per_Plant,Grain_Weight (g),Straw_Yield (kg/ha),Soil_pH,Soil_Moisture (%),Temperature (°C),Humidity (%),Rainfall (mm),Disease_Incidence (%),Plant_Height (cm),Root_Length (cm),Chlorophyll_Content (SPAD)
Pusa44,0,Pseudomonas,1,medium,43.63864716,5645.842757,4.710748525,13,25.21604889,4383.371353,7.498425804,88.91645898,30.76197604,54.33019696,205.1177715,81.07386434,120.0561314,29.10450091,49.39984114
Pusa44,0,Pseudomonas,2,low,35.36387807,6354.140303,3.041667239,17,35.22943901,6734.837337,6.44168483,82.71252623,27.36814183,56.01112014,56.5501193,29.8606264,85.8739059,11.3702249,31.36510464
Pusa44,1,Trichoderma,2,low,38.36874201,6745.861475,2.591300529,15,21.06921953,7373.615021,6.20607214,76.01087934,31.00710653,70.04776115,194.0426285,20.9076353,102.0674175,39.78017713,49.56344197
Pusa44,0,Chemical_B,1,medium,38.76847028,6329.353706,5.276294807,11,31.198432,4030.588905,6.814662899,76.6143473,25.89537128,62.03412667,89.73483512,43.48052751,128.9125055,24.71467197,45.34882749
Pusa44,1,Pseudomonas,2,medium,56,5897.131171,4.321191315,23,39.26685201,4363.211539,6.170560641,58.37810622,20.18357503,53.80876547,281.1932184,57.4359989,87.9105777,18.72899358,51.05909646
Pusa44,0,Pseudomonas,2,high,34,5709.78935,6.125107126,15,15.29141896,7849.959027,6.232711093,74.92935122,32.31516717,71.81799427,211.0512447,56.04580027,90.06418338,16.69487145,40.91711185
MTU1010,0,Pseudomonas,2,low,14,8000,3.216082559,19,35.68026841,6339.568103,6.838470484,73.19069915,25.50264675,78.8149861,62.42320697,21.0314291,131.4166789,26.41729422,57.61366795
MTU1010,1,Trichoderma,1,low,8.664847307,7727.272727,4.533996316,14,36.32977118,5736.141298,7.180122545,67.10158919,32.34652418,81.97429091,149.3355449,34.5069895,125.1845011,33.40889628,36.91839214
MTU1010,0,Chemical_B,2,high,34,7454.545455,2.933815839,7,18.97449792,6276.385311,5.832828124,83.92776953,20.50558777,62.84723945,153.3311981,8.790015102,128.2693817,23.78560695,42.12534743
MTU1010,0,Chemical_B,2,low,45,7181.818182,4.723820729,22,35.91210589,6329.852421,7.215473315,67.17565306,23.67075705,57.11946518,64.56036006,82.45959181,111.4555422,13.88335065,54.20506669
MTU1010,0,Trichoderma,2,high,35,6909.090909,2.503874193,5,34.2551542,5379.138291,6.58100334,64.55421602,30.17509034,57.13127266,54.18028931,51.8589992,109.4274967,30.13384034,59.57409637
MTU1010,0,Chemical_B,2,medium,43.56,6636.363636,5.23040742,18,22.59176438,6524.026997,7.472669056,58.6296378,27.87524448,69.34401111,214.2304508,54.57684247,136.4939329,35.05449275,46.83982406
MTU1010,1,Trichoderma,1,high,45,6363.636364,4.830419852,18,24.47610841,5403.10346,6.559274009,68.46220103,20.38220723,77.97166709,252.7628518,11.56633886,118.7390216,20.51078537,42.85974391
MTU1010,0,Chemical_A,2,high,56,6090.909091,2.845200758,17,39.61828781,6008.416031,6.641989816,63.5367054,23.70165269,56.61609175,218.9050332,46.66420383,132.415562,23.68411646,33.48065804
MTU1010,0,Chemical_B,1,high,46,5818.181818,5.393403348,23,17.22635451,7976.624627,6.738831671,64.29952324,24.61203839,64.5709923,175.7958963,8.560620953,127.1116673,12.79152539,31.19306233
MTU1010,0,Pseudomonas,1,high,27.1498549,5545.454545,6.950185076,15,37.86119773,7431.553464,7.443002346,56.47140732,30.41939053,87.80288428,60.66024263,45.93458917,136.5688963,12.30234793,33.68538755
MTU1010,0,Pseudomonas,1,high,29.46048085,5272.727273,6.334283104,24,39.84614666,5194.468237,5.654105106,54.5504602,21.88002421,78.04061872,161.2254985,17.49211365,96.41713818,21.74095494,31.02140991
MTU1010,0,Chemical_B,2,high,50,5000,3.981657457,14,20.11635055,6340.795661,6.513174785,72.40630621,22.87031713,57.49013402,281.1886766,30.7710604,94.1238879,35.12035752,53.63051653
MTU1010,0,Trichoderma,1,medium,34.08173274,4727.272727,6.645999961,14,18.51707295,8223.368176,5.970640639,77.19393348,32.29568021,68.30202994,276.3645992,37.16986401,103.8241015,17.89295013,59.52877588
MTU1010,0,Chemical_A,2,high,57.27272727,4454.545455,6.338841351,9,17.79823641,4771.402025,6.835804057,88.08869496,22.82852703,69.0262573,55.90258008,67.48473164,93.82470618,25.05025729,43.30564675
MTU1010,0,Trichoderma,1,low,38.70298464,4181.818182,6.693018825,11,22.64152412,4481.733251,7.247274106,52.2035202,23.5458851,81.73931459,236.9205742,68.17573954,94.79504959,24.55666124,40.84447557
MTU1010,0,Chemical_B,1,medium,41.01361059,3909.090909,3.309868693,7,36.7818513,8784.319406,6.148066355,53.44360291,24.99139273,74.052112,206.3866855,60.54524907,80.95591945,20.74203705,56.93550819
MTU1010,1,Pseudomonas,1,high,43.32423654,3636.363636,4.34678121,5,38.29622756,4381.486819,6.537028787,75.59028768,20.87744038,65.79498894,90.86805976,123.7074692,136.728397,20.31854747,35.63573214
MTU1010,1,Chemical_A,2,high,69,3363.636364,3.41261337,15,22.63795408,4951.85814,5.744047532,72.80827141,31.98002939,70.0894945,213.3207786,25.53860991,100.4657879,37.77458369,51.38703586
MTU1010,0,Chemical_B,1,high,47.94548843,3090.909091,4.286090639,6,38.62406145,7605.213768,6.583215801,66.33347573,21.21719914,50.88808798,277.2293327,20.59526226,82.60659075,12.86440887,50.86664515
MTU1010,0,Trichoderma,2,high,45,2818.181818,4.489993828,20,38.02394013,5204.91241,6.0045162,79.96697459,21.37295967,58.02206988,190.3440486,11.43857258,118.0479208,22.2560716,47.11100536
MTU1010,0,Chemical_A,2,high,56,2545.454545,3.696034614,23,27.7731233,4954.799841,6.75431902,88.90016297,20.01761972,50.07388768,74.3257167,36.94511274,138.1448048,36.84245044,32.17479066
MTU1010,1,Trichoderma,1,low,54.87736628,2272.727273,5.960029893,18,24.4729264,4426.040424,5.631908797,61.19314989,21.58731885,84.79064388,73.24632335,23.22070435,81.55662985,37.14594925,59.12447918
MTU1010,0,Trichoderma,2,high,90,2000,3.138960713,10,29.74352084,5527.980287,5.950362131,87.26964494,31.84334498,81.7685519,75.42776031,64.20740929,127.6248246,35.59250352,54.11450011
IR64,0,Chemical_A,1,high,67,5036.745344,2.414542183,12,27.67976134,6903.244469,7.151389644,55.70876025,33.09639311,76.19609386,249.687374,46.14172196,96.34903974,24.26147574,54.38977615
IR64,1,Chemical_A,1,medium,39.95646085,6169.846487,4.324456702,20,30.86014655,6650.424851,7.229535842,78.23973559,33.63900286,67.00594162,156.7688557,62.53459751,136.5041218,11.92493043,54.39206221
IR64,1,Pseudomonas,2,medium,42,6307.725621,2.196023531,15,26.32128899,5645.457797,6.429592402,89.15828725,30.27752261,60.49196555,121.3342744,48.9553533,85.72049793,16.21750541,43.26824596
IR64,1,Chemical_A,2,high,45,6012.423323,3.69726113,19,33.06658079,6403.651294,5.900962497,70.59313749,30.23837869,75.0645554,60.66119416,5.593402885,92.25672496,26.79846575,33.51009186
IR64,1,Chemical_B,1,medium,36,5167.924159,2.282149212,19,26.65024217,6010.786267,5.917823453,81.69263428,25.03654654,64.83309548,93.77155638,24.65393426,110.1920308,14.46924965,38.037783
IR64,1,Trichoderma,1,low,56,5269.583078,5.085104415,5,28.3762353,4958.613724,5.529902544,82.6891536,26.11034466,86.37314893,228.7810673,21.04617046,81.25719007,33.4468852,32.33101346
IR64,0,Pseudomonas,1,medium,42.74619038,5079.958764,5.344515567,15,31.185255,7325.168564,6.337430295,70.50152381,33.99985174,57.96935062,129.6566955,50.32058997,116.9901724,20.54773716,36.07792236
IR64,0,Pseudomonas,1,medium,47.3105245,6030.16147,6.075119644,17,22.68783459,8243.460694,6.621327741,63.4756396,23.6899429,88.99614819,177.6909538,45.28315521,127.5210589,21.81551327,51.07994923
IR64,1,Trichoderma,1,high,49.74921856,6279.367552,3.200243625,20,17.12236157,7448.228957,7.364155632,84.1041966,20.26785063,75.67038295,280.3888264,41.00216782,96.24757629,37.48698476,33.55567032
IR64,0,Trichoderma,2,medium,65.46539852,5857.415912,3.785448323,7,36.92314876,6849.678165,7.149275405,85.74599036,26.85621697,81.37035353,221.8411126,9.732492338,126.2711928,12.29225831,47.62090968
IR64,0,Pseudomonas,2,high,71.2776048,6115.440583,5.063948115,15,37.23360866,6803.716836,7.381930777,80.39628062,22.19657333,58.74281151,265.7757548,41.10614432,125.2720613,19.23922243,33.59942548
IR64,1,Pseudomonas,2,low,79.43456054,5211.352245,5.396637721,18,15.1579871,4942.72886,5.732859956,86.14653697,32.53770955,57.65804496,217.9675864,11.05736805,136.307358,39.33150768,49.57425899
IR64,0,Trichoderma,2,low,59.55949081,5718.103717,4.226613495,22,22.5130195,6676.392862,6.613150667,52.17393995,22.96693598,63.03044534,167.4457235,77.45590108,91.8629706,10.02745691,46.2464014
IR64,0,Pseudomonas,2,low,60.38279744,4960.237262,5.081667149,8,18.6607825,7103.020025,6.39436869,67.03092407,34.36751242,86.01025172,204.924211,11.37646257,80.09860502,12.41682077,52.07895397
IR64,1,Chemical_A,1,medium,37.32970827,5259.282416,2.842438782,21,37.74199667,7155.787449,6.181258897,74.25039663,31.63984792,83.47078457,130.4412892,70.41499863,129.1890054,18.36168991,30.89113219
IR64,0,Chemical_B,2,low,70.07580007,6084.509565,2.318641257,13,29.86299895,7094.158291,5.758964442,62.90241565,25.45273783,85.1146576,177.3464303,25.43698088,87.78260455,11.43170896,55.17515178
IR64,1,Trichoderma,2,high,70.83001664,5525.375536,6.082353527,21,22.22094408,8441.423518,5.639253737,79.95218211,30.25221151,61.92411272,172.1591223,17.46364374,109.5481264,20.21104675,32.4965735
IR64,0,Chemical_B,2,low,55.79321488,6249.863776,2.970944869,19,37.96979646,8656.092003,6.776619819,61.4886189,31.19076137,87.43452048,140.913508,56.67590039,112.5293827,31.30996365,45.38055446
IR64,1,Chemical_B,2,high,52,5914.152792,6.905792885,15,20.63176393,4964.666709,5.781159219,81.43955779,24.22287884,89.4335141,144.3953894,51.79866234,89.78155194,13.89891663,50.09020809
IR64,1,Chemical_A,2,low,70.25863632,7012.38387,5.277783508,10,15.01623474,5574.482897,5.584068765,76.63202875,29.27146801,60.50244716,124.5635795,62.31477984,117.3717278,30.00684621,53.68725024
IR64,1,Chemical_A,2,medium,36,5692.055505,3.282432,14,39.61087037,6546.640917,6.509529018,50.29952478,20.0110554,79.79146952,293.9678955,71.11978935,85.4835715,37.54098475,38.91802187
IR64,1,Pseudomonas,1,low,48.76692267,4941.970157,5.580838101,17,35.07653353,7338.43919,5.93948903,76.57059213,24.13827982,69.88270484,289.110288,33.59136728,98.66350309,39.01339084,40.06321368
IR64,1,Chemical_B,2,low,46,5627.907962,3.55868668,23,23.49267401,5994.530807,5.972749811,77.32956985,22.33079623,82.36281924,78.79398457,25.60579873,136.2242133,13.08201877,37.79069348
BR11,0,Chemical_A,2,high,48,5352.487039,5.998331748,23,15.59288013,4956.357425,7.082252309,74.24532159,27.03404754,85.80269442,128.9605762,59.27773125,137.3683354,16.57038281,52.26756738
BR11,0,Trichoderma,1,low,43,5144.331287,4.837480825,18,23.39186685,5205.73285,6.00092225,53.44503671,23.98322558,86.88763318,242.4747804,25.91806181,124.7375363,24.87494284,57.96322054
BR11,1,Trichoderma,1,medium,50,4701.993339,4.600925729,8,19.64952209,8409.095501,6.591418485,55.71022783,24.25256199,81.35926077,147.9404593,42.47470283,105.0076878,37.31150422,31.54621714
BR11,0,Pseudomonas,2,high,49.29840198,6005.893472,6.671997652,14,17.95160079,5955.098527,5.920119513,84.83963412,28.27663591,68.02971146,50.1976562,12.57243322,132.0822719,28.78941755,41.88732477
BR11,0,Pseudomonas,2,low,47.93833269,5367.203924,4.856722324,6,23.73692671,8847.16024,5.767115824,80.75831147,30.63506491,56.38797357,178.2872827,21.57330268,115.4738416,17.42677727,56.57257522
BR11,0,Chemical_A,1,low,56,5250.87833,6.79549362,21,20.53881952,8773.086017,7.263066503,75.88722302,29.32144602,70.83735444,227.5311642,49.9655592,121.0979777,25.79477922,45.09812617
BR11,1,Pseudomonas,1,low,44.32596762,6045.928157,2.602795425,23,22.56394059,5460.313564,6.449346634,57.24278622,22.05235974,52.8814345,122.1389099,32.92650982,134.6161448,25.15227918,48.92934921
BR11,1,Trichoderma,2,medium,34,5006.966014,4.108992814,7,28.39217596,5301.379618,5.984851618,50.90419305,30.37347272,88.14355655,62.97473513,62.75392184,118.7665998,13.53366221,40.69189625
BR11,1,Trichoderma,2,high,30,5873.467694,2.243013119,21,27.63483235,8084.651561,5.614524834,67.34293842,32.33673832,53.99353748,66.08540932,22.70253852,80.38940212,34.44306453,48.85094287
BR11,1,Trichoderma,1,high,65,5604.350676,2.645247591,8,37.82993855,4626.278643,6.355521735,75.87176463,32.90166939,50.30306851,150.3545226,43.59454883,134.8267834,39.24457086,52.90392778
BR11,1,Chemical_B,1,medium,48.08,4937.155046,6.163570723,10,26.80334816,8675.667151,6.504388066,79.02533133,25.07468036,64.76987761,113.1291649,39.02978476,131.0743308,25.32971941,51.64487687
BR11,0,Pseudomonas,1,high,34,5418.168112,6.157711923,16,33.57375122,5678.553241,6.401327076,51.66429884,24.5380296,67.90140641,149.0227415,33.31399236,105.1048793,21.89500832,43.84733328
BR11,1,Trichoderma,2,medium,44.65899285,5942.551751,6.825003958,18,31.42580262,4432.355484,6.424661988,70.77506906,25.69300046,52.04928895,275.0878256,43.8273864,135.3043224,24.9313971,40.75227402
BR11,0,Chemical_A,1,low,47.29959755,5853.867716,4.433304228,22,25.58776665,6890.912489,5.949609207,64.53362897,24.31255502,64.90624296,68.95644415,93.83601741,136.2879587,29.8032396,32.49326203
BR11,0,Chemical_B,1,high,46.1799846,6203.787111,5.105081484,6,37.10398407,5671.118678,5.762390132,67.83103208,33.51596154,85.72799824,246.1115007,46.51843128,120.1519844,33.64288176,48.33717578
BR11,0,Chemical_A,1,low,49.27398143,5625.16061,6.053070723,11,16.41166964,4010.431756,6.087103142,55.52930228,25.60287972,73.9934631,198.3187688,71.58075253,104.5208204,22.13399735,33.63766566
BR11,0,Chemical_B,2,medium,41.0016413,7142.218111,6.705905483,6,32.90842637,6336.911796,7.02656524,76.42555649,32.59930716,65.40673291,150.8960635,18.10626661,93.16433817,31.53686767,58.74936866
BR11,1,Pseudomonas,2,high,52.78719819,4995.874582,2.390080783,10,20.85800067,7245.395649,6.261239015,56.84102362,29.9621281,53.50244612,194.1797875,19.04803708,134.5445248,15.63240819,47.82795122
BR11,1,Chemical_A,2,low,61.21880207,5256.750789,4.244393149,6,33.67554886,5332.358222,6.667201938,76.75183175,34.12792503,53.7659186,179.9230151,17.04582414,105.2364344,24.23543559,42.38847777
BR11,0,Chemical_B,1,medium,53.29543549,5425.63794,2.176806414,20,28.55315502,7544.355563,7.250298008,66.10307163,30.19192089,68.50371054,101.8472738,63.1160209,82.44440637,13.14181738,46.38480275
BR11,0,Pseudomonas,2,medium,48.42042845,4746.694755,5.880415467,11,28.82301014,8400.898812,5.513192801,70.17424443,34.38381856,56.18657088,266.6643839,51.30672231,81.03945506,36.29156649,50.04571269
BR11,0,Chemical_A,2,low,51.73604206,5977.315793,5.666373215,20,39.85628127,8388.161821,7.080953631,57.62517956,22.23042315,54.17153935,174.707663,13.00379582,92.65410837,25.6081313,48.58684729
BR11,1,Chemical_A,2,high,42.28181015,5907.83623,6.45259964,17,29.86546471,6589.766771,6.748212314,75.68018274,21.25259028,67.66105545,132.1435437,25.76302222,113.1723083,15.32528751,49.19836793
BR11,1,Chemical_A,1,low,39.4107658,5465.57015,2.539884356,21,37.93927126,4753.845561,6.803538989,71.35102101,27.67692773,77.57571218,198.1730141,30.91153699,134.5104933,10.07554925,30.24626535
BR11,1,Trichoderma,1,medium,51.19573895,5188.861757,2.747422693,11,35.0761112,5979.823344,7.212078542,64.00800421,24.35870429,73.55557506,187.3430851,23.39710771,86.87851185,27.2913222,48.61584749
BR11,0,Trichoderma,2,medium,44.63652856,4708.543049,6.384923982,18,19.25575182,5790.991669,6.989645195,62.46467007,28.4697214,76.83380106,209.0379478,60.4093635,118.9210273,31.02100544,45.64533818
BR11,0,Chemical_B,1,low,40.59384638,5061.44082,5.71319946,8,36.06710324,7601.911278,7.09846688,82.20781925,26.63552614,84.69224062,218.9359423,98.7636988,90.71213526,38.51950512,32.97428955
BR11,1,Trichoderma,1,medium,42,5827.925626,4.198265238,21,33.86214383,7291.349278,6.511384377,80.86665327,23.60371522,71.52229531,266.722166,80.01320446,84.18889537,16.43139007,47.98065587
BR11,0,Trichoderma,2,high,41.67447534,5349.989273,3.249112884,23,22.76682098,8139.931367,6.482762491,57.30313279,23.76196439,84.81821958,182.6268102,65.77511079,104.5472902,38.15825226,54.3378599
BR11,1,Trichoderma,2,high,47.99938128,5242.635587,5.762206947,12,18.14289293,6216.133674,7.181480965,81.29666581,33.09451843,69.45410104,270.3041354,18.03152903,124.2702941,36.39664836,31.31100534
BR11,1,Pseudomonas,1,low,50.23785084,5706.79415,5.147102709,24,23.65792012,6134.659802,5.948925882,56.9043035,21.56640282,57.16594156,187.4263503,76.52154106,118.0172437,36.95235112,39.72208252
BR11,1,Trichoderma,1,medium,55,6035.163311,4.374982905,6,36.89629961,8082.631901,6.621109359,53.21257045,33.86820001,77.81332297,276.508024,35.10051172,83.80031126,35.05014588,44.8107283
BR11,0,Chemical_B,2,medium,54,5584.628419,4.911043852,24,20.90764135,7261.850293,7.370503773,87.3776183,20.45822154,79.28561187,217.468275,34.51111646,87.59976724,27.01367838,56.02310616
BR11,0,Chemical_A,1,high,44,5613.326432,6.656417999,13,21.97065463,4702.731225,5.842259637,89.02051334,25.14870603,75.3646783,278.2890207,55.24696327,137.7416225,39.64378469,41.85331385
